gers_id,target_id,label,confidence,reasoning,labeler,dataset,agent_id,labeled_at
2a37d15c-f165-40e1-b9f0-19f348fb46a6,bog_road_253267,no_match,0.9,Blue and red segments run parallel but are visually offset side-by-side with clear horizontal separation - these are different physical features not the same road with digitization error,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.276404+00:00
2a44edb1-5233-4187-99cb-cc34f50c2836,bog_road_230131,no_match,0.95,Red and blue segments are spatially separated - red in upper left and blue in lower right with significant gap between them - they do not overlap or follow the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.276707+00:00
2b360c37-1f9c-4f8b-847b-cf6b0572444d,bog_road_229154,no_match,0.85,Blue and red lines run parallel but visually offset from each other - separate infrastructure not same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.277003+00:00
2dcd200f-c52a-4a81-be28-1ae60cbad63d,bog_road_197714,no_match,0.95,Blue runs horizontal while red runs vertical - perpendicular segments that share only an intersection point not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.277316+00:00
2e8d586d-8f22-4c61-b429-0e5544779d17,bog_road_161808,match,0.95,Blue and red lines follow the same diagonal path with nearly complete overlap; red segment is longer extending beyond blue at both ends; slight offset consistent with digitization error; heading delta of 4 degrees confirms same orientation,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.277655+00:00
2f96644f-3ff1-42b8-99f9-25b5b17ad453,bog_road_201358,no_match,0.85,Blue and red segments are clearly offset horizontally - red is to the left of blue with no overlap indicating parallel but separate road features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.277953+00:00
311a3852-b8e5-4ebf-b472-3ddbd57e60b4,bog_road_276929,match,0.85,Red segment overlaps blue along same diagonal path - subsegment of same road with acceptable class difference,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.278246+00:00
31637a92-cf63-4a05-9af0-7fa032a7ef16,bog_road_197327,match,0.9,Blue and red segments follow the same diagonal path with near-complete overlap - minor offset is consistent with digitization error not parallel infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.278576+00:00
31862052-e887-4019-a2b4-54b8be8c2a03,bog_road_232765,no_match,0.95,Blue and red segments run parallel but are clearly offset horizontally - they represent two separate parallel roads not the same feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.278888+00:00
329878de-5603-46b3-82be-9d718d1b4bfd,bog_road_243873,no_match,0.85,Blue and red segments run parallel but are visually offset from each other - they do not overlap on the same path but appear to be separate parallel features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.279178+00:00
34144987-ec79-4d8a-8d26-281be361680a,bog_road_253211,no_match,0.95,Segments are nearly perpendicular (heading_delta 89.9°) - blue runs roughly north-south while red runs roughly east-west at approximately 90 degree angle,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.279471+00:00
3476bd6a-8ff0-42e0-8316-abc691a8a8e5,bog_road_149781,no_match,0.85,Blue and red segments are spatially separated with no overlap - different physical features running in different areas,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.279764+00:00
34d36eb1-b991-4966-8912-c8fcc3292d29,bog_road_205099,no_match,0.95,Blue and red segments are clearly separate - blue is in lower left with perpendicular bend while red runs diagonally in upper right with no overlap or shared path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.280059+00:00
366617f4-da5a-4728-9c98-1017f2b8f894,bog_road_234801,no_match,0.85,Parallel lines with clear lateral offset - separate infrastructure not overlapping path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.280350+00:00
3864ec5d-b630-469e-b5a0-a09265808010,bog_road_185678,match,0.85,Blue and red segments overlap along the same linear path with red extending further north - same road feature with subsegment overlap,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.280644+00:00
395848d1-9e5f-413a-a630-4278550d990b,bog_road_149903,match,0.95,Blue and red lines follow the same diagonal path with near-complete overlap despite minor offset from digitization; both represent the same road segment (Avenida Carrera 30) with different class labels (trunk vs primary) which is acceptable,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.280938+00:00
3964c568-a7a5-4d68-aaf8-7950ff80ac26,bog_road_248422,no_match,0.95,Blue and red segments run parallel but visually offset - not overlapping on same path - appear to be separate infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.281231+00:00
3c1a75b7-40df-4d33-8a0c-1ed607fe64e7,bog_road_251970,no_match,0.85,Blue and red segments are parallel but visually offset - they run side by side rather than overlapping on the same path indicating separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.281530+00:00
421991f3-155b-4541-805b-93e5a02f2684,bog_road_174351,match,0.9,Blue segment overlaps with and follows the same path as red segment - same diagonal road feature with red extending further in both directions,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.281826+00:00
4307b5ec-47a9-4b57-89d4-59dce0d1fbac,bog_road_188214,no_match,0.95,Red segment runs north-south while blue segment runs east-west - perpendicular streets that intersect rather than overlap,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.282123+00:00
431d90a9-c21c-4c26-9511-cdfb634624bd,bog_road_216523,no_match,0.95,Segments are perpendicular (88° heading delta) - blue runs east-west while red runs north-south - different road segments that intersect,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.282421+00:00
43dab15d-9fbb-4cda-af87-5b820a0fa183,bog_road_225325,no_match,0.95,Blue and red lines run parallel but are clearly offset from each other - they do not overlap on the same path. This indicates separate parallel infrastructure (likely different lanes or parallel roads) rather than the same physical feature.,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.282739+00:00
458a25c3-bdb0-4b47-991b-2099d3559a82,bog_road_196355,match,0.85,Blue and red segments follow the same linear path with minimal offset - red segment is a subsegment of the longer blue line and they clearly overlap along the same road alignment despite different class labels (secondary vs primary),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.283083+00:00
47bdb7fc-090b-44a5-a5c1-e2f34feaba1f,bog_road_231453,no_match,0.95,Red and blue segments are clearly parallel but vertically offset - not overlapping on the same path - indicating separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.283388+00:00
4805a96f-0663-41d2-8931-f697d35eef3d,bog_road_196390,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap; small offset consistent with GPS/digitization error; similar lengths (74.8m vs 71.9m); names match (Calle 135A vs 135A000000); heading nearly identical (0.1° delta),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.283700+00:00
486a5bff-1bcc-4dd6-bd3b-1cb40f7ee453,bog_road_224864,match,0.9,Blue and red lines follow the same diagonal path with near-perfect overlap; the red segment extends further north while blue is a subsegment; small offset consistent with digitization error not parallel separation,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.283997+00:00
49458637-0ca4-4f26-b0cc-75aa3aa4767b,bog_road_224567,no_match,0.9,Parallel segments with clear vertical offset - separate physical features not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.284291+00:00
4aad509a-9029-4286-8cbb-778c5e31a205,bog_road_184325,no_match,0.9,Blue and red segments run parallel but visually offset - separate infrastructure not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.284588+00:00
4c6efdd4-3822-4e3c-a29d-e959c2218417,bog_road_191299,no_match,0.85,Blue and red segments run parallel but are visually offset from each other - not overlapping on the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.284882+00:00
4d0bdc1b-73be-4aab-aa05-204c6258bfd9,bog_road_176811,no_match,0.95,Segments are spatially separated with no overlap - blue in lower-left and red in upper-right are distinct road sections,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.285193+00:00
4e1dbf05-2926-4dc9-ab18-6617cc5fdf6e,bog_road_238173,no_match,0.95,Segments are spatially separated with no overlap - blue is in lower-right while red runs diagonally in left-center of image,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.285503+00:00
4fc0d20e-de03-4b14-98cc-6d633367d552,bog_road_178086,match,0.85,Blue and red segments follow the same diagonal path with blue being a short subsegment at one end of the longer red line - clear overlap indicating same physical road feature despite length difference,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.285794+00:00
509af973-ffdc-4ea8-9ca1-f5332cbf0204,bog_road_183425,no_match,0.85,Parallel offset lines that run side by side rather than overlapping on same path - separate infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.286086+00:00
51ff83e3-bda7-49e3-b360-796d71f4553b,bog_road_195825,match,0.9,Blue and red segments clearly overlap along the same diagonal path with minimal offset indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.286384+00:00
54b50347-ae0f-492e-bb94-38c6671fc871,bog_road_143306,no_match,0.95,Lines meet at intersection but diverge in different directions - different road segments (Carrera 79A vs 79B),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.286683+00:00
55e2eb73-c7b9-4026-bfd6-499257db6e27,bog_road_234245,no_match,0.85,Parallel segments with clear visual offset - separate infrastructure not overlapping paths,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.286998+00:00
575f741f-c8ad-48e8-b2ac-60db8ead5106,bog_road_241475,no_match,0.95,Segments are spatially separated with no overlap - blue segment is distinctly to the right of red segment with clear gap between them,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.287311+00:00
58cefd6d-6adf-4199-862d-cdfe100e3be7,bog_road_144377,no_match,0.85,Red segment runs parallel but visually offset from blue line - separate infrastructure not overlapping path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.287608+00:00
5c04474f-9ef7-4f55-9398-5f3bed6db528,bog_road_206396,no_match,0.95,Blue and red segments are clearly parallel but spatially offset - they do not overlap or follow the same path; these represent different physical features (likely parallel roads or a road with adjacent infrastructure),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.287901+00:00
5d94006c-90f7-4595-a591-9bf31829eb2b,bog_road_150386,match,0.9,Red and blue segments follow the same diagonal path with clear overlap in the middle section - red is a shorter subsegment of the longer blue line,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.288194+00:00
5ed77fe5-185d-4488-8b22-5973538e9b61,bog_road_180850,match,0.95,Blue and red lines follow the same diagonal path with nearly complete overlap and minimal offset indicating same physical road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.288490+00:00
5f62550b-ce1d-4211-9068-2597430425e9,bog_road_230309,no_match,0.9,Red and blue segments are parallel but clearly offset from each other - not overlapping on same path - indicating separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.288810+00:00
5ff82e70-6247-43e1-94cb-df8ddf6a22c7,bog_road_205721,no_match,0.95,Blue and red segments are clearly offset and parallel - they run side by side rather than overlapping on the same path indicating separate roadway features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.289107+00:00
608e45cd-c43b-4860-b3f5-9919876ec375,bog_road_148563,no_match,0.95,Perpendicular segments - blue runs east-west while red runs northeast-southwest at ~90 degree angle (heading_delta 89°),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.289403+00:00
60e1890c-8b06-4316-9149-6c6c354c7ffc,bog_road_224700,no_match,0.95,Segments are spatially separated - blue on left and red on right with clear horizontal gap between them - not overlapping features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.289709+00:00
611087d8-2e02-4ba7-b8f9-f91b76b920da,bog_road_185381,match,0.85,Blue and red segments follow same diagonal path with red being a shorter subsegment that overlaps the blue line - same physical road feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.290004+00:00
634070fe-74e7-4ca9-a6a1-3996cce8916b,bog_road_191955,no_match,0.95,Blue and red segments run parallel but are clearly offset from each other - they do not overlap or share the same path. These appear to be separate parallel road features rather than the same physical road with digitization error.,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.290298+00:00
65054884-adeb-48f5-855b-d06ee1e0b9ea,bog_road_221290,no_match,0.9,Red and blue segments are parallel but clearly offset from each other running side-by-side rather than overlapping on the same path - indicates separate physical features not digitization error,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.290597+00:00
67811d81-fdd2-40c6-bfef-645d67084d12,bog_road_146733,no_match,0.85,Parallel lines with clear lateral offset - different carriageways or adjacent features not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.290895+00:00
68824b02-4468-4aad-a2ac-4ea0bbe90c76,bog_road_265109,match,0.95,Blue and red segments follow same diagonal path with clear overlap in center; same heading (1.57° delta); similar lengths (~100-104m); names match (Calle 70D Bis / 070DBIS000); slight offset typical of digitization error,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.291213+00:00
6a3b5f41-8c0d-464f-8cb8-ff00120155ad,bog_road_212323,match,0.9,Blue and red segments are collinear and share overlapping path at SW end; red extends further NE but both follow same physical road alignment with matching heading,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.291507+00:00
6e2a920d-d861-48c1-87a5-d346b6e37f87,bog_road_275549,no_match,0.95,Blue runs north-south while red runs east-west - perpendicular segments meeting at intersection not same road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.291800+00:00
73771e0d-697e-4629-afd0-540878f56f8d,bog_road_192583,no_match,0.95,Blue and red segments run parallel but are clearly offset from each other - not overlapping on the same path. The red segment is positioned to the right/east of the blue segment with visible separation indicating different physical features.,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.292092+00:00
76c1def7-e598-4519-bec4-2c2afb4a4a86,bog_road_189102,no_match,0.95,Blue and red segments are clearly separated with no overlap - they appear to be two distinct parallel features or different segments of a road network that do not share the same physical path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.292378+00:00
78f143d1-bd16-4698-a1c5-88bec7486bf2,bog_road_256340,no_match,0.9,Blue and red segments are clearly separated spatially - blue is in upper-left while red is in lower-right with no overlap or shared path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.292670+00:00
7b0ffca3-47fd-48bf-8c62-86a47f7a5b60,bog_road_213405,match,0.85,Red and blue segments overlap along the same path with blue extending further - subsegment match of same physical road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.292960+00:00
7db90bce-839c-4c18-9ada-c5cbef3620ca,bog_road_163038,no_match,0.75,Red segment appears offset from blue line path rather than overlapping - null geometric overlap metrics confirm no spatial intersection,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.293250+00:00
7e0a72e5-de1f-426f-8324-93324397c006,bog_road_167645,no_match,0.95,Blue and red lines are clearly parallel but visually offset from each other - they run side by side as separate features rather than overlapping on the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.293542+00:00
7e6e7995-aba7-40f2-b319-02765051810f,bog_road_168408,no_match,0.9,Blue and red segments are clearly separate parallel lines with significant offset - they do not overlap or follow the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.293831+00:00
7f9d679b-ece2-4ab1-9321-c9fc5b5bba9e,bog_road_220659,match,0.9,Blue and red segments follow the same diagonal path with near-perfect overlap; red is a shorter subsegment of the blue line with only minor digitization offset,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.294124+00:00
81d509ac-719e-4117-aff1-5211df1cb0a8,bog_road_205538,match,0.75,Short collinear segments sharing same diagonal alignment; target is subsegment of reference path; heading delta confirms parallel orientation,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.294417+00:00
81fec52e-973e-4b32-a358-e79570db6cbe,bog_road_205127,no_match,0.95,Blue and red segments are clearly parallel but offset from each other - they run side by side not overlapping - indicating separate physical features (likely parallel streets or a road and adjacent feature),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.294710+00:00
82a34fb6-97fa-4e26-a3b9-8183006c71c5,bog_road_262312,no_match,0.95,Blue segment is clearly offset and separate from red line - they run at different positions not overlapping - appears to be parallel infrastructure not the same road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.294998+00:00
836b6963-22f7-4ae5-89e4-2fb4b93964f3,bog_road_160989,no_match,0.85,Blue and red segments are clearly parallel but spatially offset - they run side by side rather than overlapping on the same path indicating separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.295290+00:00
84027574-2da0-42d4-925f-f1833eacbbbe,bog_road_243712,no_match,0.95,Segments are clearly parallel and spatially separated - not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.295588+00:00
8508806f-1dbb-4eaf-bb8c-539cd70eedea,bog_road_186721,match,0.85,Short red segment overlaps directly on blue segment path - same physical feature with subsegment relationship despite class label differences,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.295880+00:00
853ecf44-6646-455a-b453-b9e1caa72ff4,bog_road_246433,no_match,0.95,Blue and red segments are completely spatially separated - blue is in bottom-left corner while red runs diagonally in upper-right area with no overlap or shared path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.296169+00:00
85612c27-c277-43d4-8db1-6c9c8d183b74,bog_road_199473,match,0.8,Red segment overlaps directly on portion of longer blue segment - same path alignment not parallel offset - subsegment match,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.296463+00:00
858c9c17-6dda-488b-b8d0-c25e3d489a87,bog_road_186675,match,0.85,Blue and red segments follow the same diagonal path with red being a shorter subsegment of the blue line - same physical road feature with acceptable offset,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.296752+00:00
89221595-8327-465b-aa74-3c32ab3b94d2,bog_road_149406,match,0.85,Blue segment is short extension at northeast end of long red segment - same road alignment with slight offset but clearly on same path (Carrera 65),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.297039+00:00
8933c6be-8123-4f2e-924b-7a3c55602d7d,bog_road_157531,no_match,0.95,Segments are parallel but clearly offset/separated - red line on left and blue line on right do not overlap; they appear to be different road features running side by side,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.297331+00:00
89c1a437-bde6-4091-afbf-9ce7033835bd,bog_road_272717,no_match,0.85,Parallel lines with visible offset running side by side - separate cycleway and road infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.297626+00:00
8bcf940b-e269-487a-b313-004965851433,bog_road_164821,no_match,0.95,Blue and red lines run parallel but are clearly offset/separate - not overlapping on the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.297921+00:00
8d253256-bf70-4ad7-b295-ee75eab5dc35,bog_road_249652,no_match,0.95,Parallel lines running side by side with clear visual offset - not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.298243+00:00
8d253256-bf70-4ad7-b295-ee75eab5dc35,bog_road_252597,no_match,0.95,Blue and red segments run parallel but are clearly offset - they are side-by-side separate features not overlapping on the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.298572+00:00
8e6dfb81-bb5a-4492-a918-a430fd252dc5,bog_road_245458,no_match,0.95,Blue and red segments are parallel but clearly offset from each other running side by side - they do not overlap or follow the same path indicating separate infrastructure features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.298867+00:00
8f737dfd-ad1d-4813-b6fc-3ce6a6bcd54c,bog_road_226582,no_match,0.9,Red segment is perpendicular to blue segment - heading delta of 89 degrees confirms they are crossing streets not the same road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.299158+00:00
90ff7c68-d2cd-4eb4-8e76-7846d0875c0e,bog_road_158349,match,0.85,Blue and red segments are collinear and overlap along the same diagonal path with red being a short subsegment of the longer blue line,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.299449+00:00
91c9caf0-2b77-4cb7-a442-cf426c6392bb,bog_road_163214,no_match,0.95,Blue and red segments are clearly separated - not overlapping but offset side by side representing parallel features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.299740+00:00
92217e69-0850-4a8a-ba80-eb8968365db4,bog_road_157292,no_match,0.95,Parallel lines running side by side with significant lateral offset - clearly two separate road features not the same physical infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.300030+00:00
93d07cea-0c5a-4286-8a40-c20a99dadfc6,bog_road_249627,match,0.85,Red segment overlaps a portion of blue segment along the same diagonal path with minimal offset - subsegment match despite 14:1 length difference,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.300322+00:00
95345aca-1861-4f97-9223-609d4ed5fd50,bog_road_149956,no_match,0.95,Blue and red segments are nearly perpendicular - heading delta of 88.79 degrees confirms they cross at roughly right angles rather than following the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.300616+00:00
954d34be-e698-4c32-815e-1e78e534779f,bog_road_234325,no_match,0.9,Blue and red lines run parallel but are clearly offset from each other - they do not overlap but instead follow separate parallel paths indicating different physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.300906+00:00
968113bb-33eb-44fa-9b00-3db1f0735324,bog_road_175163,no_match,0.85,Parallel lines running side by side with consistent offset - separate infrastructure not overlapping segments,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.301193+00:00
98c5d83e-7705-483d-9c44-8094da9ff73c,bog_road_215646,no_match,0.85,Red segment runs parallel but offset to the side of the blue line - separate infrastructure not overlapping geometry,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.301542+00:00
99125ea7-7033-4c4c-b063-4f25cec80a16,bog_road_182712,match,0.85,Blue and red lines overlap along same diagonal path with minimal offset consistent with digitization error not parallel separate features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.301869+00:00
9d065fa7-f0fc-4538-8657-197f890c0754,bog_road_179390,no_match,0.9,Blue and red segments are parallel but visually offset - they run side by side rather than overlapping on the same path indicating separate infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.302167+00:00
9de7b17c-7bce-4d9c-b8f3-21657a86743e,bog_road_213510,match,0.85,Blue and red segments overlap along same path with red being shorter subsegment of blue - same physical road with different dataset classifications,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.302469+00:00
9e00b906-a543-4c5f-9677-25c995d248bc,bog_road_241683,no_match,0.85,Parallel lines with clear visual offset - not overlapping on same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.302764+00:00
9f66a5aa-b313-4bc6-a47e-27a3f0631b3a,bog_road_215022,match,0.9,Blue and red segments follow the same diagonal path with nearly identical alignment and length - minor offset is typical GPS/digitization error not parallel infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.303058+00:00
a146d149-49e9-48bf-878a-1bbe1cb80802,bog_road_186082,no_match,0.95,Red segment is clearly offset to the right of blue segment - they run parallel but are visually separate indicating different physical features (likely parallel lanes or adjacent roads),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.303354+00:00
a217f208-fc83-4a63-b3b3-4de7702e8aa6,bog_road_264526,no_match,0.85,Parallel segments with clear visual offset running side by side - separate physical features not same road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.303664+00:00
a646b380-b0e2-4b16-a242-0f6515b81522,bog_road_196049,no_match,0.95,Parallel lines with clear spatial offset - not overlapping - separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.303974+00:00
a7c3cd09-1769-4d18-a34c-1fdb37e45452,bog_road_265688,match,0.85,Collinear segments following same road path with matching heading and similar names (Transversal 76A / 076A) - different class labels are dataset variation not separate infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.304267+00:00
aa4b9137-3a61-490a-9dd7-9b02917c89f4,bog_road_204782,no_match,0.85,Blue and red segments run parallel but clearly offset from each other - they do not overlap on the same path; they appear to be adjacent/parallel infrastructure features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.304562+00:00
aaca5244-fce5-4706-864e-c13d9b9229c7,bog_road_201930,match,0.85,Blue and red segments follow the same diagonal path with minor offset at eastern end - same physical road with slight digitization difference,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.304853+00:00
ab958c41-16bc-4eb8-96f3-4ea43531a9fa,bog_road_206456,no_match,0.95,Blue and red segments are clearly parallel but visually offset - they run side by side without overlapping indicating separate physical features like parallel roads or a road and adjacent infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.305141+00:00
ac29c6fb-e4b7-4c86-be50-f2058beeb3ce,bog_road_243488,no_match,0.85,Red and blue segments are not overlapping - red is in lower-left corner while blue is in upper-right; they appear to be separate segments with a gap between them despite similar orientation,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.305428+00:00
acb2b062-ce99-4919-af2b-c8b6d8c13ecf,bog_road_150124,no_match,0.95,Blue and red segments are clearly separate - they run in similar direction but are spatially offset with no overlap; blue is in lower-left and red is in upper-right with a visible gap between them indicating parallel but distinct infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.305720+00:00
b25dbfeb-eaaf-4a20-9c69-bb5aa197fd5a,bog_road_149614,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap; red extends slightly further south but both trace identical road alignment,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.306010+00:00
